srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,sload,dload,spkts,dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,sjit,djit,stime,ltime,sintpkt,dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,label
175.45.176.0,30535,149.171.126.19,179,tcp,FIN,1.285229,534,354,254,252,2,1,-,2994.019043,1929.61731,10,8,255,255,25493425,1616474213,53,44,0,0,8753.195848,262.682906,1424224221,1424224222,138.667889,176.603859,0.095552,0.048993,0.046559,0,1,0.0,0,-1,2,2,1,1,1,1,2,,0
175.45.176.1,1043,149.171.126.14,53,udp,INT,1e-06,114,0,254,0,0,0,dns,456000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424252924,1424252924,0.001,0.0,0.0,0.0,0.0,0,2,0.0,0,-1,18,18,9,9,9,9,18,,1
175.45.176.2,6859,149.171.126.12,19988,tcp,FIN,0.69397,1788,268,254,252,2,1,-,18559.87891,2582.244141,10,6,255,255,3779027475,3921120656,179,45,0,0,3837.932242,193.192547,1424227745,1424227746,72.806222,125.536203,0.144638,0.066281,0.078357,0,1,0.0,0,-1,4,1,1,2,1,1,1,,1
59.166.0.9,28401,149.171.126.9,53,udp,CON,0.001106,130,162,31,29,0,0,dns,470162.7188,585895.125,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421965193,1421965193,0.011,0.005,0.0,0.0,0.0,0,0,0.0,0,0,2,4,7,6,2,2,6,,0
59.166.0.3,38549,149.171.126.7,111,udp,CON,0.00456,568,312,31,29,0,0,-,747368.4375,410526.3438,4,4,0,0,0,0,142,78,0,0,1.665237,1.482805,1421966565,1421966565,1.18,1.054,0.0,0.0,0.0,0,0,0.0,0,0,4,4,4,4,1,1,3,,0
59.166.0.6,32374,149.171.126.2,55000,tcp,FIN,0.022857,3614,43086,31,29,7,24,-,1243907.875,14837293.0,60,62,255,255,1636233699,3786044521,60,695,0,0,21.065234,20.238556,1424244339,1424244339,0.382169,0.366377,0.000636,0.000502,0.000134,0,0,0.0,0,-1,5,9,1,1,1,1,1,,0
175.45.176.3,47439,149.171.126.18,53,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424232116,1424232116,0.009,0.0,0.0,0.0,0.0,0,2,0.0,0,-1,32,32,19,19,19,7,32,,1
59.166.0.8,15212,149.171.126.6,25,tcp,FIN,0.2667,37472,3276,31,29,18,8,smtp,1102422.25,95838.02344,52,40,255,255,4273517919,2124950075,721,82,0,0,719.446162,25.119293,1424231251,1424231251,5.222588,6.824872,0.000655,0.000527,0.000128,0,0,0.0,0,-1,1,1,1,2,1,1,1,,0
59.166.0.5,52282,149.171.126.0,51245,tcp,FIN,0.021925,2646,25564,31,29,7,15,-,942485.75,9115804.0,42,44,255,255,2545154561,404829709,63,581,0,0,32.748994,30.594467,1424250211,1424250211,0.527268,0.498767,0.000599,0.000475,0.000124,0,0,0.0,0,-1,6,7,4,3,1,1,1,,0
175.45.176.2,7110,149.171.126.19,89,tcp,FIN,0.505093,1402,268,254,252,2,1,-,19988.39844,3547.861572,10,6,255,255,816141041,1174917244,140,45,0,0,3328.912494,163.691891,1424237188,1424237188,52.757444,93.956,0.086445,0.035303,0.051142,0,1,0.0,0,-1,3,1,1,2,1,1,1,,1
59.166.0.1,35547,149.171.126.4,5190,tcp,FIN,0.004176,1036,2262,31,29,4,4,-,1819923.375,3973180.0,12,12,255,255,2574264646,425008708,86,189,0,0,17.160362,0.396891,1424230865,1424230865,0.346636,0.322545,0.000748,0.000618,0.00013,0,0,0.0,0,-1,8,4,2,3,2,1,2,,0
59.166.0.2,49747,149.171.126.9,53,udp,CON,0.00102,132,164,31,29,0,0,dns,517647.0625,643137.25,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1424228718,1424228718,0.008,0.008,0.0,0.0,0.0,0,0,0.0,0,-1,3,1,4,9,1,1,1,,0
59.166.0.0,25000,149.171.126.3,21,tcp,FIN,1.561706,2934,3742,31,29,11,15,ftp,14742.85254,18815.32227,52,54,255,255,1815993144,4052949259,56,69,0,0,2124.170874,67.067188,1421960811,1421960813,30.614099,29.455697,0.000664,0.00055,0.000114,0,0,0.0,0,0,1,1,4,2,1,1,2,,0
59.166.0.4,33140,149.171.126.2,111,udp,CON,0.004515,568,312,31,29,0,0,-,754817.25,414617.9375,4,4,0,0,0,0,142,78,0,0,1.749854,1.440848,1421960410,1421960410,1.241333,1.026333,0.0,0.0,0.0,0,0,0.0,0,0,6,9,5,3,1,1,3,,0
59.166.0.1,26868,149.171.126.6,143,tcp,FIN,0.034443,7806,15378,31,29,30,32,-,1798449.75,3543477.75,122,126,255,255,2946228983,801797843,64,122,0,0,18.703365,15.909982,1424254102,1424254102,0.296557,0.273895,0.000599,0.000476,0.000123,0,0,0.0,0,-1,7,1,1,5,1,1,1,,0
59.166.0.7,58885,149.171.126.6,5190,tcp,FIN,0.005035,2158,1918,31,29,6,5,-,3287388.25,2896524.25,24,20,255,255,1632324909,1632618307,90,96,0,0,13.216539,13.657467,1424229257,1424229257,0.218913,0.228053,0.000709,0.000576,0.000133,0,0,0.0,0,-1,13,6,1,4,1,1,1,,0
59.166.0.9,61139,149.171.126.7,5190,tcp,FIN,0.005039,2158,1918,31,29,6,5,-,3284778.75,2894225.0,24,20,255,255,991974790,992277244,90,96,0,0,13.179045,13.61508,1424260917,1424260917,0.219087,0.228526,0.00071,0.000574,0.000136,0,0,0.0,0,-1,7,1,2,3,1,1,1,,0
59.166.0.4,5863,149.171.126.0,53,udp,CON,0.001153,146,178,31,29,0,0,dns,506504.75,617519.5,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421957936,1421957936,0.01,0.035,0.0,0.0,0.0,0,0,0.0,0,0,2,4,1,1,1,1,1,,0
59.166.0.7,29454,149.171.126.7,80,tcp,FIN,1.149881,1684,10168,31,29,3,5,http,10881.12598,66817.35156,14,18,255,255,4217728165,4218753927,120,565,1,3924,8839.350273,7739.160154,1424220134,1424220135,88.426,67.611,0.000612,0.00049,0.000122,0,0,1.0,0,-1,2,3,5,3,1,1,2,,0
59.166.0.4,48988,149.171.126.1,111,udp,CON,0.006016,568,320,31,29,0,0,-,566489.375,319148.9375,4,4,0,0,0,0,142,80,0,0,2.320725,2.150076,1424239355,1424239355,1.648,1.524333,0.0,0.0,0.0,0,0,0.0,0,-1,4,4,5,4,1,1,3,,0
59.166.0.8,17395,149.171.126.0,80,tcp,FIN,1.006718,1580,10168,31,29,3,5,http,11514.64453,76319.28125,12,18,255,255,2473868788,325302334,132,565,1,3924,9529.802452,7674.585697,1424238986,1424238987,91.488361,59.17888,0.0008,0.000673,0.000127,0,0,1.0,0,-1,2,1,3,5,2,1,2,,0
59.166.0.4,7874,149.171.126.5,143,tcp,FIN,0.766787,7808,14996,31,29,30,32,-,80794.27344,155213.9063,122,126,255,255,2212042724,2217262437,64,119,0,0,434.705589,432.041561,1424241692,1424241693,6.387059,6.229984,0.000624,0.000496,0.000128,0,0,0.0,0,-1,9,7,5,1,1,1,1,,0
175.45.176.2,5297,149.171.126.11,80,tcp,FIN,0.279764,860,4890,62,252,2,3,http,22132.94141,125848.9297,10,10,255,255,3058726950,3626113374,86,489,1,1993,1586.698693,1830.956598,1424248394,1424248394,31.084889,29.223556,0.029009,0.016024,0.012985,0,1,1.0,0,-1,1,1,1,1,1,1,1,,1
59.166.0.7,61229,149.171.126.4,80,tcp,FIN,1.361715,1580,10168,31,29,3,5,http,8512.794922,56422.96875,12,18,255,255,3361627427,1217343367,132,565,1,3924,10132.17018,8153.903306,1421966884,1421966886,123.759545,80.071471,0.000633,0.000495,0.000138,0,0,1.0,0,0,2,2,1,7,1,1,1,,0
175.45.176.3,1043,149.171.126.18,53,udp,INT,1e-05,114,0,254,0,0,0,dns,45600000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424231887,1424231887,0.01,0.0,0.0,0.0,0.0,0,2,0.0,0,-1,28,28,17,17,17,17,28,,1
175.45.176.1,0,149.171.126.10,0,pnni,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237341,1424237341,0.003,0.0,0.0,0.0,0.0,0,2,0.0,0,-1,4,4,2,24,2,2,4,,1
175.45.176.3,63165,149.171.126.19,51220,tcp,REQ,6e-06,90,0,254,0,1,0,-,59999996.0,0.0,2,0,255,0,0,0,45,0,0,0,0.0,0.0,1424225588,1424225588,0.006,0.0,0.0,0.0,0.0,0,6,0.0,0,-1,12,12,8,8,1,1,12,,0
59.166.0.6,59505,149.171.126.6,64418,udp,CON,0.00171,536,304,31,29,0,0,-,1880701.75,1066666.625,4,4,0,0,0,0,134,76,0,0,0.621075,0.295104,1424261831,1424261831,0.442667,0.214667,0.0,0.0,0.0,0,0,0.0,0,-1,10,9,3,14,1,1,3,,0
149.171.126.18,47439,175.45.176.3,53,udp,INT,9e-06,264,0,60,0,0,0,dns,117333328.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424231337,1424231337,0.009,0.0,0.0,0.0,0.0,0,0,0.0,0,-1,36,36,25,25,25,25,36,,0
59.166.0.9,29115,149.171.126.3,22,tcp,FIN,0.157895,3728,5474,31,29,7,7,ssh,183007.7031,265796.9063,32,24,255,255,652666102,2798305077,117,228,0,0,410.25739,13.479026,1424243010,1424243010,5.093387,6.835609,0.00069,0.000557,0.000133,0,0,0.0,0,-1,1,1,1,1,1,1,1,,0
59.166.0.7,54925,149.171.126.8,24444,tcp,FIN,0.022899,3614,45044,31,29,7,24,-,1241626.25,15482947.0,60,62,255,255,691953516,692281750,60,727,0,0,21.224768,20.518963,1421956096,1421956096,0.382763,0.364836,0.000793,0.000633,0.00016,0,0,0.0,0,0,15,11,2,6,1,1,1,,0
59.166.0.8,1709,149.171.126.7,22,tcp,FIN,0.657838,12472,12716,31,29,17,17,ssh,149507.9375,152073.9219,70,60,255,255,3995367735,3995640904,178,212,0,0,638.271861,0.0,1424238223,1424238224,9.533884,11.139169,0.000634,0.000496,0.000138,0,0,0.0,0,-1,1,1,2,1,1,1,1,,0
175.45.176.1,47439,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421933565,1421933565,0.011,0.0,0.0,0.0,0.0,0,2,0.0,0,0,13,13,4,4,4,4,4,,1
59.166.0.5,29229,149.171.126.0,21779,tcp,FIN,0.047028,3926,54286,31,29,7,27,-,657820.875,9098920.0,66,68,255,255,2253776211,108700253,59,798,0,0,45.647392,44.094153,1424244809,1424244809,0.726375,0.693194,0.000734,0.000583,0.000151,0,0,0.0,0,-1,2,6,3,3,1,1,1,,0
59.166.0.1,50003,149.171.126.0,6881,tcp,FIN,0.36761,1540,1644,31,29,4,4,-,31424.60742,33796.6875,16,18,255,255,3849849373,3884653377,96,91,0,0,1451.16961,38.292605,1421948613,1421948614,24.482734,21.556117,0.001293,0.001145,0.000148,0,0,0.0,0,0,16,18,12,16,11,1,9,,0
59.166.0.0,1350,149.171.126.3,63756,tcp,FIN,0.069729,2958,32330,31,29,7,18,-,332372.4688,3635101.5,48,50,255,255,652232455,733593808,62,647,0,0,82.946284,82.033635,1424229781,1424229781,1.477,1.413061,0.00061,0.000484,0.000126,0,0,0.0,0,-1,4,8,5,2,1,1,1,,0
149.171.126.10,47439,175.45.176.0,53,udp,INT,8e-06,264,0,60,0,0,0,dns,132000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424259748,1424259748,0.008,0.0,0.0,0.0,0.0,0,0,0.0,0,-1,36,36,19,19,19,19,36,,0
59.166.0.1,51327,149.171.126.5,57461,tcp,FIN,0.036068,3406,37226,31,29,7,21,-,742153.6875,8109571.0,56,56,255,255,1690988075,3850455323,61,665,0,0,42.749718,1.150773,1424238813,1424238813,0.685712,0.658889,0.000601,0.000485,0.000116,0,0,0.0,0,-1,2,2,1,2,1,1,1,,0
59.166.0.2,9236,149.171.126.8,111,udp,CON,0.081147,568,312,31,29,0,0,-,41997.85547,23069.24414,4,4,0,0,0,0,142,78,0,0,31.09007,34.324379,1421929724,1421929724,21.995,24.282,0.0,0.0,0.0,0,0,0.0,0,0,15,9,6,9,2,1,5,,0
59.166.0.9,27395,149.171.126.3,80,tcp,FIN,1.096422,1684,10168,31,29,3,5,http,11411.66504,70075.21094,14,18,255,255,1583146220,3729555769,120,565,1,3924,8812.334936,7732.72785,1421967848,1421967849,84.313536,64.463353,0.000713,0.000542,0.000171,0,0,1.0,0,0,3,1,2,4,1,1,1,,0
175.45.176.3,1043,149.171.126.18,53,udp,INT,1e-06,114,0,254,0,0,0,dns,456000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424230456,1424230456,0.001,0.0,0.0,0.0,0.0,0,2,0.0,0,-1,49,49,42,42,42,24,49,,1
149.171.126.18,47439,175.45.176.3,53,udp,INT,5e-06,264,0,60,0,0,0,dns,211200000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424232346,1424232346,0.005,0.0,0.0,0.0,0.0,0,0,0.0,0,-1,45,45,21,21,21,21,45,,0
59.166.0.9,17846,149.171.126.6,15755,tcp,FIN,0.052079,3614,47722,31,29,7,24,-,545939.8125,7212581.0,60,62,255,255,3900914265,1755845301,60,770,0,0,58.160673,56.778999,1421930614,1421930614,0.877034,0.842984,0.000803,0.000646,0.000157,0,0,0.0,0,0,9,7,5,5,1,1,1,,0
59.166.0.9,52386,149.171.126.7,52013,udp,CON,0.001755,528,304,31,29,0,0,-,1805128.25,1039316.25,4,4,0,0,0,0,132,76,0,0,0.641345,0.284732,1424228164,1424228164,0.46,0.205333,0.0,0.0,0.0,0,0,0.0,0,-1,9,7,4,2,1,1,2,,0
149.171.126.14,1043,175.45.176.1,53,udp,INT,2e-06,264,0,60,0,0,0,dns,528000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424252562,1424252562,0.002,0.0,0.0,0.0,0.0,0,0,0.0,0,-1,31,31,17,17,17,17,31,,0
175.45.176.0,47439,149.171.126.10,53,udp,INT,8e-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424260813,1424260813,0.008,0.0,0.0,0.0,0.0,0,2,0.0,0,-1,33,33,34,34,33,16,33,,1
175.45.176.1,11975,149.171.126.13,445,tcp,FIN,1.030203,1502,716,254,252,3,2,-,10693.03809,4868.943359,12,8,255,255,4119891473,1595508935,125,90,0,0,4682.823434,210.15975,1424233463,1424233464,92.150912,135.319422,0.241449,0.082959,0.15849,0,1,0.0,0,-1,2,2,1,1,1,1,2,,1
59.166.0.6,21208,149.171.126.7,53,udp,CON,0.000987,146,178,31,29,0,0,dns,591692.0,721377.9375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424223541,1424223541,0.006,0.005,0.0,0.0,0.0,0,0,0.0,0,-1,3,3,4,3,1,1,2,,0
59.166.0.6,22402,149.171.126.9,53,udp,CON,0.001231,146,178,31,29,0,0,dns,474411.0625,578391.5625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421930457,1421930457,0.001,0.003,0.0,0.0,0.0,0,0,0.0,0,0,3,2,2,3,2,1,1,,0
59.166.0.3,56463,149.171.126.6,27649,tcp,FIN,0.006233,3992,2456,31,29,7,7,-,4840045.0,2977699.25,18,18,255,255,3101190966,3110982942,222,136,0,0,17.642675,0.4461,1424222903,1424222903,0.346529,0.334353,0.000709,0.000546,0.000163,0,0,0.0,0,-1,7,7,5,3,1,1,3,,0
59.166.0.0,31925,149.171.126.1,5190,tcp,FIN,0.006503,2158,2464,31,29,6,6,-,2545286.75,2905735.75,24,24,255,255,2926604327,777347743,90,103,0,0,0.0,0.347507,1421938053,1421938053,0.266652,0.255826,0.000744,0.000617,0.000127,0,0,0.0,0,0,12,7,3,5,2,2,2,,0
59.166.0.4,43241,149.171.126.0,3190,tcp,FIN,0.013031,2542,22546,31,29,7,14,-,1521909.25,13512393.0,40,42,255,255,4117008065,1974220210,64,537,0,0,0.0,18.152229,1424258281,1424258281,0.334342,0.305073,0.000664,0.00052,0.000144,0,0,0.0,0,-1,8,10,6,5,1,1,1,,0
59.166.0.1,7414,149.171.126.2,6881,tcp,FIN,0.013194,1540,1644,31,29,4,4,-,875549.5,941640.125,16,18,255,255,881432395,887342367,96,91,0,0,59.534831,1.377683,1424234531,1424234531,0.855533,0.749706,0.000556,0.000444,0.000112,0,0,0.0,0,-1,14,13,4,10,3,1,8,,0
149.171.126.10,1043,175.45.176.0,53,udp,INT,7e-06,264,0,60,0,0,0,dns,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424259037,1424259037,0.007,0.0,0.0,0.0,0.0,0,0,0.0,0,-1,45,45,37,37,37,18,45,,0
175.45.176.0,0,149.171.126.17,0,unas,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424251723,1424251723,0.009,0.0,0.0,0.0,0.0,0,2,0.0,0,-1,5,5,5,6,5,5,5,,1
149.171.126.14,47439,175.45.176.1,53,udp,INT,2e-06,264,0,60,0,0,0,dns,528000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424251843,1424251843,0.002,0.0,0.0,0.0,0.0,0,0,0.0,0,-1,50,50,35,35,35,15,50,,0
149.171.126.10,1043,175.45.176.0,53,udp,INT,8e-06,264,0,60,0,0,0,dns,132000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424260651,1424260651,0.008,0.0,0.0,0.0,0.0,0,0,0.0,0,-1,33,33,18,18,18,18,33,,0
59.166.0.4,9672,149.171.126.9,53,udp,CON,0.001031,146,178,31,29,0,0,dns,566440.3125,690591.625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421964649,1421964649,0.011,0.003,0.0,0.0,0.0,0,0,0.0,0,0,2,5,1,2,2,1,1,,0
59.166.0.9,60469,149.171.126.9,80,tcp,FIN,1.151192,1684,10168,31,29,3,5,http,10868.73438,66741.25781,14,18,255,255,900225656,3046564450,120,565,1,3924,9881.345625,8651.066681,1424235909,1424235910,88.527079,67.684059,0.000712,0.00056,0.000152,0,0,1.0,0,-1,3,3,5,4,1,1,3,,0
175.45.176.3,47439,149.171.126.18,53,udp,INT,3e-06,114,0,254,0,0,0,dns,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424230721,1424230721,0.003,0.0,0.0,0.0,0.0,0,2,0.0,0,-1,34,34,9,9,9,9,34,,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,2e-06,114,0,254,0,0,0,dns,228000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424239564,1424239564,0.002,0.0,0.0,0.0,0.0,0,2,0.0,0,-1,12,12,12,12,12,12,12,,1
59.166.0.3,32573,149.171.126.9,25410,tcp,FIN,0.007839,2126,12340,31,29,7,10,-,2102309.0,12224008.0,32,34,255,255,2648729957,500016220,66,363,0,0,14.547208,13.177773,1424255920,1424255920,0.2509,0.226781,0.000726,0.000581,0.000145,0,0,0.0,0,-1,10,2,3,5,1,1,1,,0
59.166.0.0,43992,149.171.126.5,5190,tcp,FIN,0.004562,1470,1728,31,29,5,4,-,2462078.25,2814555.25,22,14,255,255,4075981777,4076292808,67,123,0,0,13.306858,0.393042,1421937371,1421937371,0.217238,0.292,0.000767,0.000615,0.000152,0,0,0.0,0,0,3,5,6,2,1,1,2,,0
59.166.0.9,51418,149.171.126.9,53,udp,CON,0.001101,146,178,31,29,0,0,dns,530426.875,646684.8125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424246243,1424246243,0.009,0.007,0.0,0.0,0.0,0,0,0.0,0,-1,1,2,1,3,1,1,1,,0
59.166.0.3,41406,149.171.126.4,39328,tcp,FIN,0.020658,2854,29182,31,29,7,17,-,1081227.625,11065931.0,46,48,255,255,3281856405,1152448193,62,608,0,0,28.725168,27.615691,1424246032,1424246032,0.462545,0.427915,0.000709,0.000543,0.000166,0,0,0.0,0,-1,5,6,6,5,1,1,3,,0
59.166.0.9,5305,149.171.126.4,32057,udp,CON,0.001836,512,304,31,29,0,0,-,1673202.625,993464.0625,4,4,0,0,0,0,128,76,0,0,0.655726,0.310193,1421964392,1421964392,0.469667,0.224333,0.0,0.0,0.0,0,0,0.0,0,0,15,4,4,4,1,1,3,,0
175.45.176.3,1043,149.171.126.18,53,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424231856,1424231856,0.009,0.0,0.0,0.0,0.0,0,2,0.0,0,-1,35,35,35,35,35,21,35,,1
175.45.176.3,47439,149.171.126.18,53,udp,INT,8e-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424231111,1424231111,0.008,0.0,0.0,0.0,0.0,0,2,0.0,0,-1,18,18,18,18,18,18,18,,1
59.166.0.3,4397,149.171.126.7,53,udp,CON,0.001043,146,178,31,29,0,0,dns,559923.3125,682646.1875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421938253,1421938253,0.011,0.008,0.0,0.0,0.0,0,0,0.0,0,0,4,1,1,5,2,1,1,,0
59.166.0.3,48234,149.171.126.1,53,udp,CON,0.001029,146,178,31,29,0,0,dns,567541.3125,691933.875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424234211,1424234211,0.009,0.005,0.0,0.0,0.0,0,0,0.0,0,-1,2,2,5,4,2,1,2,,0
59.166.0.6,18008,149.171.126.2,63807,tcp,FIN,0.012918,2542,23432,31,29,7,14,-,1535222.125,14166279.0,40,42,255,255,2894674325,2894979792,64,558,0,0,18.14702,17.591322,1421950587,1421950587,0.322692,0.300024,0.000717,0.000606,0.000111,0,0,0.0,0,0,2,5,1,3,1,1,1,,0
59.166.0.8,20904,149.171.126.1,53,udp,CON,0.001042,146,178,31,29,0,0,dns,560460.625,683301.3125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421965737,1421965737,0.011,0.009,0.0,0.0,0.0,0,0,0.0,0,0,3,9,3,1,1,1,1,,0
59.166.0.6,31301,149.171.126.4,1984,tcp,FIN,0.043314,2750,27448,31,29,7,16,-,496467.6563,4964122.5,44,48,255,255,470148046,2620013450,63,572,0,0,69.878314,66.968573,1424241911,1424241911,0.999256,0.929022,0.000957,0.000576,0.000381,0,0,0.0,0,-1,12,2,2,3,1,1,3,,0
59.166.0.2,31675,149.171.126.9,50206,udp,CON,0.001667,536,304,31,29,0,0,-,1929214.125,1094181.125,4,4,0,0,0,0,134,76,0,0,0.600805,0.271766,1424224260,1424224260,0.429333,0.197667,0.0,0.0,0.0,0,0,0.0,0,-1,7,6,4,4,1,1,3,,0
59.166.0.4,56498,149.171.126.4,5190,tcp,FIN,0.005549,2062,2424,31,29,6,7,-,2850243.25,3360605.5,24,26,255,255,2355848266,206561986,86,93,0,0,13.765915,12.471071,1424235590,1424235590,0.226826,0.207458,0.000687,0.000562,0.000125,0,0,0.0,0,-1,4,3,1,2,1,1,1,,0
59.166.0.8,54337,149.171.126.0,36151,tcp,FIN,0.223375,424,8824,31,29,1,4,ftp-data,13287.07422,289701.1875,8,12,255,255,3375751897,3560553107,53,735,0,0,2170.032345,1726.360161,1424233927,1424233927,31.866573,20.258545,0.000659,0.000525,0.000134,0,0,0.0,0,-1,3,3,10,6,1,1,7,,0
59.166.0.2,2913,149.171.126.8,6881,tcp,FIN,0.486701,9852,408250,31,29,16,147,-,160985.9063,6690037.5,168,328,255,255,3094578729,3101030183,59,1245,0,0,152.326465,89.806289,1421954024,1421954024,2.912461,1.486783,0.000644,0.00052,0.000124,0,0,0.0,0,0,9,20,14,10,6,1,8,,0
59.166.0.9,28565,149.171.126.1,22,tcp,FIN,2.30099,9400,12298,31,29,26,31,ssh,32375.62891,42385.23047,106,114,255,255,2825118773,2825432597,89,108,0,0,1559.225479,1502.1942,1421972202,1421972204,21.910734,20.357629,0.000755,0.000567,0.000188,0,0,0.0,0,0,1,2,7,1,1,1,1,,0
59.166.0.7,50876,149.171.126.0,53,udp,CON,0.001095,146,178,31,29,0,0,dns,533333.375,650228.3125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421970264,1421970264,0.011,0.011,0.0,0.0,0.0,0,0,0.0,0,0,5,4,3,7,2,2,3,,0
59.166.0.4,21400,149.171.126.7,61600,tcp,FIN,0.014672,2542,23354,31,29,7,14,-,1351690.25,12430752.0,40,42,255,255,872204000,3022073397,64,556,0,0,20.594956,19.24282,1421962170,1421962170,0.367128,0.343756,0.000709,0.000571,0.000138,0,0,0.0,0,0,6,8,3,1,1,1,1,,0
149.171.126.14,1043,175.45.176.1,53,udp,INT,7e-06,264,0,60,0,0,0,dns,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424252324,1424252324,0.007,0.0,0.0,0.0,0.0,0,0,0.0,0,-1,25,25,23,23,23,23,25,,0
59.166.0.9,58116,149.171.126.5,80,tcp,FIN,1.097875,1580,10168,31,29,3,5,http,10558.5791,69982.46875,12,18,255,255,1494968546,3641994426,132,565,1,3924,9572.619576,7707.463832,1421967153,1421967154,99.772366,64.547414,0.000701,0.000565,0.000136,0,0,1.0,0,0,3,3,7,5,2,1,1,,0
175.45.176.2,60749,149.171.126.14,445,tcp,FIN,0.490842,1370,838,254,252,3,2,-,20470.94531,12305.38477,12,10,255,255,3625205328,3701854321,114,84,0,0,3102.092607,104.701688,1424226383,1424226383,43.810454,48.325555,0.120148,0.055909,0.064239,0,1,0.0,0,-1,13,11,3,4,3,1,11,,1
59.166.0.0,25510,149.171.126.6,53,udp,CON,0.001078,146,178,31,29,0,0,dns,541744.0,660482.4375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424242556,1424242556,0.006,0.004,0.0,0.0,0.0,0,0,0.0,0,-1,1,5,3,3,1,1,1,,0
175.45.176.2,39326,149.171.126.16,520,udp,INT,1e-06,104,0,254,0,0,0,-,416000000.0,0.0,2,0,0,0,0,0,52,0,0,0,0.0,0.0,1424242400,1424242400,0.001,0.0,0.0,0.0,0.0,0,2,0.0,0,-1,6,6,1,2,1,1,6,,0
175.45.176.0,47439,149.171.126.12,53,udp,INT,8e-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424223674,1424223674,0.008,0.0,0.0,0.0,0.0,0,2,0.0,0,-1,22,22,17,17,17,9,22,,1
149.171.126.15,1043,175.45.176.3,53,udp,INT,3e-06,264,0,60,0,0,0,dns,352000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424247574,1424247574,0.003,0.0,0.0,0.0,0.0,0,0,0.0,0,-1,31,31,13,13,13,13,31,,0
59.166.0.9,32360,149.171.126.3,25,tcp,FIN,0.546851,37182,3276,31,29,18,8,smtp,533483.5625,46740.33984,52,40,255,255,2401269823,254468447,715,82,0,0,940.185576,31.40568,1424233492,1424233493,10.715922,14.00877,0.000634,0.000508,0.000126,0,0,0.0,0,-1,2,1,4,4,1,1,2,,0
