srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,sload,dload,spkts,dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,sjit,djit,stime,ltime,sintpkt,dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,label
175.45.176.1,2778,149.171.126.16,20222,tcp,FIN,1.752973,27824,440,254,252,11,1,-,122447.9844,1807.215576,28,10,255,255,992251925,717870717,994,44,0,0,6204.306702,263.94525,1421927903,1421927904,64.921186,187.958891,0.182531,0.061342,0.121189,0,1,0.0,0,0,7,1,1,3,1,1,1,1,1
59.166.0.7,41879,149.171.126.6,25,tcp,FIN,0.358746,37274,3276,31,29,18,8,-,815239.75,71248.17969,52,40,255,255,3451529541,3448376034,717,82,0,0,666.788189,22.678357,1421934206,1421934207,7.027216,9.184692,0.000692,0.000538,0.000154,0,0,0.0,0,0,11,8,3,1,1,1,1,0,0
59.166.0.2,32291,149.171.126.8,53,udp,CON,0.001026,130,162,31,29,0,0,dns,506822.5938,631578.9375,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421960335,1421960335,0.011,0.008,0.0,0.0,0.0,0,0,0.0,0,0,4,2,3,7,2,1,2,0,0
59.166.0.9,58545,149.171.126.2,53,udp,CON,0.001048,146,178,31,29,0,0,-,557251.9375,679389.375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421945493,1421945493,0.011,0.009,0.0,0.0,0.0,0,0,0.0,0,0,7,7,7,6,6,3,3,0,0
175.45.176.3,1043,149.171.126.15,53,udp,INT,1e-05,114,0,254,0,0,0,dns,45600000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424245709,1424245709,0.01,0.0,0.0,0.0,0.0,0,2,0.0,0,-1,28,28,10,11,10,10,28,4,1
59.166.0.4,24561,149.171.126.8,111,udp,CON,0.004829,568,312,31,29,0,0,-,705736.125,387657.875,4,4,0,0,0,0,142,78,0,0,1.774133,1.552335,1421937762,1421937762,1.262,1.105667,0.0,0.0,0.0,0,0,0.0,0,0,7,12,3,2,1,1,2,0,0
149.171.126.14,1043,175.45.176.1,53,udp,INT,9e-06,264,0,60,0,0,0,dns,117333328.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424252432,1424252432,0.009,0.0,0.0,0.0,0.0,0,0,0.0,0,-1,37,37,23,23,23,23,37,0,0
59.166.0.6,50044,149.171.126.5,42041,tcp,FIN,0.034988,3390,42312,31,29,7,22,-,761403.875,9507945.0,56,58,255,255,285770561,286036280,61,730,0,0,37.873268,36.518776,1421954194,1421954194,0.630255,0.603474,0.000746,0.000582,0.000164,0,0,0.0,0,0,9,4,3,3,1,1,2,0,0
175.45.176.0,0,149.171.126.13,0,idrp,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223192,1424223192,0.003,0.0,0.0,0.0,0.0,0,2,0.0,0,-1,7,7,1,1,1,1,7,8,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424237484,1424237484,0.009,0.0,0.0,0.0,0.0,0,2,0.0,0,-1,38,38,38,39,38,18,38,4,1
59.166.0.9,15698,149.171.126.7,53,udp,CON,0.001059,130,162,31,29,0,0,dns,491029.25,611898.0,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421938272,1421938272,0.011,0.011,0.0,0.0,0.0,0,0,0.0,0,0,3,1,1,4,1,1,1,0,0
59.166.0.9,14883,149.171.126.0,53,udp,CON,0.000938,146,178,31,29,0,0,dns,622601.3125,759061.875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424255617,1424255617,0.001,0.004,0.0,0.0,0.0,0,0,0.0,0,-1,1,3,1,1,1,1,1,0,0
59.166.0.1,41628,149.171.126.0,80,tcp,FIN,1.005792,1580,10168,31,29,3,5,http,11525.24512,76389.54688,12,18,255,255,2750359482,2751462723,132,565,1,0,9538.908357,7682.672718,1421962950,1421962951,91.401094,59.128646,0.000755,0.0006,0.000155,0,0,1.0,0,0,1,1,9,5,1,1,1,0,0
175.45.176.0,55572,149.171.126.16,25,tcp,FIN,1.785793,71812,1972,62,252,33,8,smtp,317237.2188,8498.185547,72,26,255,255,867411465,631010742,997,76,0,0,2085.749929,80.852773,1424231661,1424231663,25.152014,67.684078,0.096644,0.060323,0.036321,0,1,0.0,0,-1,1,1,2,1,1,1,1,1,1
149.171.126.18,1043,175.45.176.3,53,udp,INT,2e-06,264,0,60,0,0,0,dns,528000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424230523,1424230523,0.002,0.0,0.0,0.0,0.0,0,0,0.0,0,-1,54,54,54,54,54,16,54,0,0
175.45.176.3,53652,149.171.126.16,135,tcp,FIN,1.245955,588,354,254,252,2,1,-,3403.012207,1990.44104,10,8,255,255,3331512621,1376868506,59,44,0,0,8800.543063,366.632,1424237434,1424237435,138.333444,165.486578,0.128968,0.087541,0.041427,0,1,0.0,0,-1,1,5,3,1,1,1,1,6,1
59.166.0.3,50431,149.171.126.2,53,udp,CON,0.001028,146,178,31,29,0,0,dns,568093.375,692607.0,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424244599,1424244599,0.009,0.003,0.0,0.0,0.0,0,0,0.0,0,-1,3,1,3,3,1,1,2,0,0
59.166.0.4,52277,149.171.126.3,6881,tcp,FIN,0.017195,1540,1644,31,29,4,4,-,671823.25,722535.625,16,18,255,255,1805548309,1811195304,96,91,0,0,67.904853,1.984708,1421962902,1421962902,1.125667,1.045937,0.000581,0.000456,0.000125,0,0,0.0,0,0,16,7,7,8,5,1,5,0,0
59.166.0.5,59932,149.171.126.7,53,udp,CON,0.001005,146,178,31,29,0,0,dns,581094.5625,708457.75,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424247261,1424247261,0.006,0.006,0.0,0.0,0.0,0,0,0.0,0,-1,1,1,3,2,1,1,3,0,0
59.166.0.6,11500,149.171.126.3,80,tcp,FIN,1.095815,1684,10168,31,29,3,5,http,11417.98633,70114.03125,14,18,255,255,1183852172,3334463040,120,565,1,3924,8800.058242,7705.452956,1424244364,1424244365,84.267228,64.428412,0.000638,0.000504,0.000134,0,0,1.0,0,-1,2,2,3,2,1,1,3,0,0
59.166.0.5,59716,149.171.126.4,80,tcp,FIN,1.004839,1580,10168,31,29,3,5,http,11536.17676,76462.00781,12,18,255,255,3663548154,3668798429,132,565,1,0,9524.67796,7676.055387,1421943774,1421943775,91.315999,59.078943,0.000626,0.00049,0.000136,0,0,1.0,0,0,3,3,4,1,1,1,1,0,0
175.45.176.3,1043,149.171.126.18,53,udp,INT,5e-06,114,0,254,0,0,0,dns,91200000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424232387,1424232387,0.005,0.0,0.0,0.0,0.0,0,2,0.0,0,-1,36,36,22,25,22,22,37,4,1
59.166.0.4,42045,149.171.126.2,111,udp,CON,0.314376,568,320,31,29,0,0,-,10840.52246,6107.336426,4,4,0,0,0,0,142,80,0,0,141.3985,99.022523,1424260766,1424260767,99.986336,70.023,0.0,0.0,0.0,0,0,0.0,0,-1,2,3,5,8,1,1,2,0,0
175.45.176.0,1043,149.171.126.12,53,udp,INT,3e-06,114,0,254,0,0,0,dns,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424226083,1424226083,0.003,0.0,0.0,0.0,0.0,0,2,0.0,0,-1,26,26,8,8,8,8,26,4,1
59.166.0.9,63438,149.171.126.4,63646,tcp,FIN,0.047284,3390,43918,31,29,7,22,-,563404.125,7302428.0,56,58,255,255,938065445,938400325,61,757,0,0,57.77177,56.596195,1424255137,1424255137,0.853291,0.833357,0.000731,0.000607,0.000124,0,0,0.0,0,-1,2,4,8,4,1,1,2,0,0
175.45.176.3,1043,149.171.126.18,53,udp,INT,4e-06,114,0,254,0,0,0,dns,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424230514,1424230514,0.004,0.0,0.0,0.0,0.0,0,2,0.0,0,-1,47,47,47,47,47,37,47,4,1
149.171.126.14,47439,175.45.176.1,53,udp,INT,3e-06,264,0,60,0,0,0,dns,352000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424255050,1424255050,0.003,0.0,0.0,0.0,0.0,0,0,0.0,0,-1,14,14,14,14,14,14,14,0,0
59.166.0.7,62552,149.171.126.9,36246,tcp,FIN,0.048632,3078,32564,31,29,7,18,-,496298.75,5249712.0,50,50,255,255,2715892753,2716180102,62,651,0,0,0.0,2.047374,1424248733,1424248733,0.985592,0.981327,0.000663,0.000545,0.000118,0,0,0.0,0,-1,10,12,3,2,1,1,5,0,0
59.166.0.5,22951,149.171.126.7,6881,tcp,FIN,0.190828,1540,1644,31,29,4,4,-,60536.19141,65105.75,16,18,255,255,3337442365,1231375773,96,91,0,0,855.042856,19.25251,1424250713,1424250714,12.700933,11.193941,0.000645,0.00053,0.000115,0,0,0.0,0,-1,18,9,6,6,4,1,9,0,0
59.166.0.5,3185,149.171.126.1,53,udp,CON,0.000959,146,178,31,29,0,0,dns,608967.6875,742440.0,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421963915,1421963915,0.002,0.004,0.0,0.0,0.0,0,0,0.0,0,0,4,2,3,3,2,1,2,0,0
59.166.0.7,22069,149.171.126.5,20001,tcp,FIN,0.036874,2870,27384,31,29,7,16,-,609209.75,5812008.5,46,46,255,255,2495926305,2504064018,62,595,0,0,0.0,2.115074,1421933349,1421933349,0.809422,0.807756,0.000677,0.000522,0.000155,0,0,0.0,0,0,8,11,3,2,1,1,2,0,0
59.166.0.4,53072,149.171.126.1,53,udp,CON,0.001367,130,162,31,29,0,0,dns,380395.0,474030.7188,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1424255869,1424255869,0.008,0.003,0.0,0.0,0.0,0,0,0.0,0,-1,4,1,5,4,1,1,2,0,0
59.166.0.1,30091,149.171.126.3,53,udp,CON,0.001078,146,178,31,29,0,0,dns,541744.0,660482.4375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421951352,1421951352,0.01,0.008,0.0,0.0,0.0,0,0,0.0,0,0,3,2,4,3,3,1,1,0,0
59.166.0.6,15433,149.171.126.3,80,tcp,FIN,1.006692,1684,10168,31,29,3,5,http,12428.8252,76321.25781,14,18,255,255,2015114832,2016140446,120,565,1,3924,8769.860952,7682.415736,1421942561,1421942562,77.410692,59.186353,0.000653,0.00052,0.000133,0,0,1.0,0,0,2,1,2,3,1,1,1,0,0
59.166.0.5,38569,149.171.126.3,21,tcp,FIN,0.735725,2934,3742,31,29,11,15,ftp,31294.30273,39938.83594,52,54,255,255,3652953118,3649783576,56,69,0,0,1568.087666,52.595508,1424257393,1424257393,14.70622,13.872377,0.00061,0.000486,0.000124,0,0,0.0,1,1,1,1,11,6,1,1,5,0,0
59.166.0.6,38755,149.171.126.0,80,tcp,FIN,1.012434,1684,10168,31,29,3,5,http,12358.33594,75888.40625,14,18,255,255,3545965840,3551755659,120,565,1,3924,8766.981465,7676.232207,1421964003,1421964004,77.849077,59.526412,0.000616,0.000482,0.000134,0,0,1.0,0,0,3,1,1,1,1,1,1,0,0
59.166.0.9,12626,149.171.126.1,29923,udp,CON,0.00178,536,304,31,29,0,0,-,1806741.5,1024719.063,4,4,0,0,0,0,134,76,0,0,0.656195,0.290157,1424241107,1424241107,0.468,0.209667,0.0,0.0,0.0,0,0,0.0,0,-1,8,8,4,5,1,1,3,0,0
59.166.0.9,38692,149.171.126.2,9034,tcp,FIN,0.163839,3806,50952,31,29,7,26,-,182960.1094,2450210.25,64,66,255,255,4234388725,18716450,59,772,0,0,142.239975,139.914551,1421967666,1421967666,2.594571,2.511769,0.000694,0.00057,0.000124,0,0,0.0,0,0,3,4,3,2,1,1,1,0,0
175.45.176.0,63784,149.171.126.11,179,tcp,FIN,52.193748,5172,536,254,252,10,1,-,756.718994,75.411331,22,12,255,255,3126268024,120060582,235,45,0,0,354675.9899,14781.532,1421928607,1421928659,2482.705953,4740.4855,0.076574,0.048396,0.028178,0,1,0.0,0,0,6,4,2,2,2,2,2,6,1
59.166.0.8,25159,149.171.126.8,26326,tcp,FIN,0.013998,2766,25742,31,29,7,16,-,1545363.625,14392342.0,44,46,255,255,441997007,442333349,63,560,0,0,18.151738,17.839559,1421949538,1421949538,0.317814,0.295911,0.000828,0.000671,0.000157,0,0,0.0,0,0,13,7,3,2,1,1,1,0,0
59.166.0.5,55446,149.171.126.7,5190,tcp,FIN,0.005653,1958,2308,31,29,6,6,-,2644967.25,3130373.25,22,24,255,255,2764363809,619288058,89,96,0,0,15.28217,13.180244,1424234542,1424234542,0.252333,0.219261,0.000741,0.000601,0.00014,0,0,0.0,0,-1,2,6,3,2,1,1,1,0,0
175.45.176.3,1043,149.171.126.15,53,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424244570,1424244570,0.009,0.0,0.0,0.0,0.0,0,2,0.0,0,-1,28,28,18,18,18,18,28,4,1
175.45.176.1,0,149.171.126.17,0,any,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244384,1424244384,0.009,0.0,0.0,0.0,0.0,0,2,0.0,0,-1,9,9,3,3,2,2,13,1,1
149.171.126.10,47439,175.45.176.0,53,udp,INT,9e-06,264,0,60,0,0,0,dns,117333328.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424260155,1424260155,0.009,0.0,0.0,0.0,0.0,0,0,0.0,0,-1,40,40,33,33,33,16,40,0,0
59.166.0.3,17510,149.171.126.2,25,tcp,FIN,0.416947,37232,3276,31,29,18,8,-,700635.8125,61302.75391,52,40,255,255,1168588364,3314879408,716,82,0,0,796.376202,27.095443,1421945509,1421945510,8.168451,10.677538,0.000661,0.000516,0.000145,0,0,0.0,0,0,11,7,8,12,6,6,6,0,0
59.166.0.8,7548,149.171.126.1,111,udp,CON,0.004732,568,312,31,29,0,0,-,720202.875,395604.375,4,4,0,0,0,0,142,78,0,0,1.710728,1.521222,1424235985,1424235985,1.216667,1.083667,0.0,0.0,0.0,0,0,0.0,0,-1,10,11,5,3,1,1,7,0,0
59.166.0.5,43571,149.171.126.0,54868,tcp,FIN,0.026073,2766,25742,31,29,7,16,-,829670.5625,7726920.5,44,46,255,255,1844840630,1845191017,63,560,0,0,47.583415,45.572432,1421949616,1421949616,0.598814,0.564356,0.000818,0.000666,0.000152,0,0,0.0,0,0,7,9,2,4,1,1,1,0,0
59.166.0.6,54494,149.171.126.2,6881,tcp,FIN,0.346104,1540,1644,31,29,4,4,-,33377.25,35896.72656,16,18,255,255,3825394605,1709135074,96,91,0,0,1574.765197,34.550445,1421948556,1421948556,23.049934,20.323766,0.000756,0.000589,0.000167,0,0,0.0,0,0,20,17,7,17,11,1,5,0,0
59.166.0.9,59700,149.171.126.8,5190,tcp,FIN,0.004991,2158,1918,31,29,6,5,-,3316369.5,2922059.75,24,20,255,255,961005640,3110888115,90,96,0,0,13.435333,13.507606,1424225684,1424225684,0.226864,0.225474,0.000707,0.00058,0.000127,0,0,0.0,0,-1,3,7,5,5,1,1,1,0,0
175.45.176.0,1043,149.171.126.12,53,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424223690,1424223690,0.009,0.0,0.0,0.0,0.0,0,2,0.0,0,-1,16,16,7,7,7,7,16,4,1
59.166.0.7,22917,149.171.126.8,17734,tcp,FIN,0.016944,2542,21882,31,29,7,14,-,1170443.75,10085458.0,40,42,255,255,1914916119,1915214863,64,521,0,0,27.750741,26.028483,1424241863,1424241863,0.437605,0.399098,0.000687,0.000573,0.000114,0,0,0.0,0,-1,5,4,4,7,1,1,6,0,0
59.166.0.1,40688,149.171.126.7,25,tcp,FIN,1.037792,37896,3276,31,29,19,8,smtp,286724.125,24629.21289,54,40,255,255,1496198408,3760728553,702,82,0,0,1563.703056,51.400371,1424233387,1424233388,19.574623,26.596076,0.000683,0.000542,0.000141,0,0,0.0,0,-1,1,2,3,3,1,1,2,0,0
59.166.0.9,11645,149.171.126.9,21,tcp,FIN,0.86065,2934,3742,31,29,11,15,ftp,26751.87305,34141.63672,52,54,255,255,2266834652,2272060105,56,69,0,0,1573.633114,52.652895,1424238911,1424238912,16.869432,16.228566,0.000662,0.000532,0.00013,0,0,0.0,1,1,1,1,5,4,1,1,4,0,0
59.166.0.4,62780,149.171.126.7,6881,tcp,FIN,0.017663,1540,1644,31,29,4,4,-,654022.5,703391.25,16,18,255,255,2718483477,578610139,96,91,0,0,70.575477,1.958755,1424251858,1424251858,1.1572,1.075187,0.000567,0.000455,0.000112,0,0,0.0,0,-1,9,8,7,10,6,1,7,0,0
59.166.0.7,52603,149.171.126.5,2627,tcp,FIN,0.046382,320,1900,31,29,1,2,-,46052.34766,286835.4063,6,8,255,255,3785653311,3788088459,53,238,0,0,640.891469,15.712878,1421945506,1421945506,9.2076,6.550714,0.000708,0.000523,0.000185,0,0,0.0,0,0,12,27,15,10,3,3,3,0,0
149.171.126.0,111,59.166.0.5,9141,udp,INT,2e-06,160,0,29,0,0,0,-,320000000.0,0.0,2,0,0,0,0,0,80,0,0,0,0.0,0.0,1421948937,1421948937,0.002,0.0,0.0,0.0,0.0,0,0,0.0,0,0,1,1,1,1,1,1,1,0,0
59.166.0.6,25761,149.171.126.9,53,udp,CON,0.001088,146,178,31,29,0,0,dns,536764.6875,654411.75,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421945865,1421945865,0.011,0.009,0.0,0.0,0.0,0,0,0.0,0,0,2,6,2,2,1,1,1,0,0
59.166.0.4,54547,149.171.126.4,37840,udp,CON,0.001751,528,304,31,29,0,0,-,1809251.875,1041690.5,4,4,0,0,0,0,132,76,0,0,0.623668,0.31844,1421956169,1421956169,0.446,0.230667,0.0,0.0,0.0,0,0,0.0,0,0,20,7,4,6,1,1,3,0,0
59.166.0.9,33319,149.171.126.0,111,udp,CON,0.004794,568,304,31,29,0,0,-,710888.5625,380475.5938,4,4,0,0,0,0,142,76,0,0,1.746318,1.528058,1421971478,1421971478,1.246333,1.089,0.0,0.0,0.0,0,0,0.0,0,0,8,6,4,3,1,1,3,0,0
59.166.0.3,31253,149.171.126.3,27633,tcp,FIN,0.012894,2646,24694,31,29,7,15,-,1602605.875,14973166.0,42,44,255,255,97447193,97754106,63,561,0,0,17.280331,16.863192,1421946900,1421946900,0.306683,0.285535,0.00076,0.000605,0.000155,0,0,0.0,0,0,2,6,1,3,1,1,1,0,0
149.171.126.18,1043,175.45.176.3,53,udp,INT,9e-06,264,0,60,0,0,0,dns,117333328.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424233739,1424233739,0.009,0.0,0.0,0.0,0.0,0,0,0.0,0,-1,32,32,7,7,7,7,32,0,0
59.166.0.6,47137,149.171.126.1,5190,tcp,FIN,1.657251,3022,17186,31,29,8,11,-,14245.27734,80523.71094,42,34,255,255,1755576492,3901275029,72,505,0,0,3400.814903,108.719734,1421964551,1421964553,40.420758,50.197305,0.000737,0.000601,0.000136,0,0,0.0,0,0,3,8,4,1,1,1,1,0,0
59.166.0.1,5175,149.171.126.2,50016,tcp,FIN,0.147377,4272,2664,31,29,7,7,-,220332.8906,138040.5313,20,22,255,255,4292087457,2912521,214,121,0,0,722.802527,20.371064,1421937984,1421937984,7.690053,6.994571,0.000629,0.000486,0.000143,0,0,0.0,0,0,11,15,3,2,1,1,2,0,0
59.166.0.5,33666,149.171.126.9,32223,tcp,FIN,0.004619,4144,2456,31,29,7,7,-,6778956.5,4018185.75,18,18,255,255,1951956439,1955056490,230,136,0,0,12.323675,0.310547,1421945700,1421945700,0.252941,0.245529,0.000566,0.000441,0.000125,0,0,0.0,0,0,7,6,4,7,1,1,3,0,0
59.166.0.4,15720,149.171.126.7,111,udp,CON,0.16743,568,320,31,29,0,0,-,20354.77539,11467.47949,4,4,0,0,0,0,142,80,0,0,71.661734,59.373398,1421946939,1421946939,50.681,41.989332,0.0,0.0,0.0,0,0,0.0,0,0,5,5,2,4,1,1,2,0,0
59.166.0.9,60366,149.171.126.2,1891,tcp,FIN,0.010861,2438,19186,31,29,7,13,-,1748641.875,13779210.0,38,40,255,255,4183675275,2048243593,64,480,0,0,0.0,16.480199,1424252451,1424252451,0.288528,0.271711,0.00069,0.000533,0.000157,0,0,0.0,0,-1,7,10,7,2,1,1,1,0,0
59.166.0.1,41747,149.171.126.3,53,udp,CON,0.001142,146,178,31,29,0,0,dns,511383.5625,623467.625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421942366,1421942366,0.011,0.009,0.0,0.0,0.0,0,0,0.0,0,0,5,5,3,5,1,1,1,0,0
59.166.0.9,32908,149.171.126.4,5393,tcp,FIN,0.022973,3390,44426,31,29,7,22,-,1159622.25,15204284.0,56,58,255,255,1412985683,1413311334,61,766,0,0,22.714917,21.669945,1421951945,1421951945,0.412,0.39186,0.000758,0.000621,0.000137,0,0,0.0,0,0,5,11,1,2,1,1,1,0,0
59.166.0.6,52610,149.171.126.0,25,tcp,FIN,0.027311,37226,3276,31,29,18,8,smtp,10694885.0,935886.6875,52,40,255,255,2533915503,389595667,716,82,0,0,31.846083,1.404812,1421956986,1421956986,0.528333,0.686205,0.000693,0.000544,0.000149,0,0,0.0,0,0,2,1,3,7,1,1,2,0,0
59.166.0.6,11626,149.171.126.7,11550,tcp,FIN,0.022289,2766,28348,31,29,7,16,-,970523.5625,9953609.0,44,46,255,255,3036913624,891822919,63,616,0,0,31.644649,29.761691,1424235100,1424235100,0.510046,0.494182,0.000656,0.000537,0.000119,0,0,0.0,0,-1,6,2,2,5,1,1,2,0,0
59.166.0.0,18507,149.171.126.7,25,tcp,FIN,1.010834,37228,3380,31,29,18,8,smtp,288973.2813,26117.04883,52,42,255,255,2279719482,140341051,716,80,0,0,1313.495718,39.607852,1424229322,1424229323,19.813726,24.606684,0.002102,0.001957,0.000145,0,0,0.0,0,-1,1,2,3,3,1,1,2,0,0
59.166.0.3,3893,149.171.126.4,53,udp,CON,0.001017,146,178,31,29,0,0,dns,574238.0,700098.375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421959378,1421959378,0.01,0.008,0.0,0.0,0.0,0,0,0.0,0,0,3,2,1,1,1,1,1,0,0
59.166.0.3,59633,149.171.126.6,111,udp,CON,0.004825,568,304,31,29,0,0,-,706321.1875,378031.0625,4,4,0,0,0,0,142,76,0,0,1.760463,1.545971,1421965763,1421965763,1.252333,1.101667,0.0,0.0,0.0,0,0,0.0,0,0,3,9,9,4,1,1,4,0,0
175.45.176.2,0,149.171.126.17,0,hmp,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424258765,1424258765,0.003,0.0,0.0,0.0,0.0,0,2,0.0,0,-1,6,6,2,4,2,2,6,1,1
59.166.0.8,61318,149.171.126.5,143,tcp,FIN,0.903811,7812,15670,31,29,30,32,-,68580.71094,137604.0,122,126,255,255,3490340190,3491361845,64,124,0,0,474.51964,470.829532,1424251719,1424251720,7.466669,7.284484,0.000656,0.000531,0.000125,0,0,0.0,0,-1,4,6,6,5,1,1,4,0,0
59.166.0.9,17298,149.171.126.6,15360,tcp,FIN,0.114953,4238,62112,31,29,7,30,-,290901.5,4264212.5,72,74,255,255,292601234,307866242,59,839,0,0,0.0,87.321359,1424223295,1424223295,1.637757,1.568068,0.000621,0.000481,0.00014,0,0,0.0,0,-1,2,3,1,5,1,1,1,0,0
175.45.176.1,0,149.171.126.17,0,wsn,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244388,1424244388,0.008,0.0,0.0,0.0,0.0,0,2,0.0,0,-1,12,12,5,5,4,4,16,3,1
175.45.176.3,47439,149.171.126.15,53,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424244652,1424244652,0.009,0.0,0.0,0.0,0.0,0,2,0.0,0,-1,36,36,23,23,23,15,36,4,1
59.166.0.1,23824,149.171.126.0,6881,tcp,FIN,0.018216,1540,1644,31,29,4,4,-,634167.75,682037.75,16,18,255,255,3415725990,1275591208,96,91,0,0,72.57708,2.050086,1421959024,1421959024,1.193267,1.044353,0.000574,0.000455,0.000119,0,0,0.0,0,0,8,15,8,9,6,1,6,0,0
175.45.176.0,47439,149.171.126.12,53,udp,INT,6e-06,114,0,254,0,0,0,dns,76000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424223431,1424223431,0.006,0.0,0.0,0.0,0.0,0,2,0.0,0,-1,38,38,17,17,17,6,38,4,1
59.166.0.3,1946,149.171.126.1,63149,tcp,FIN,0.004755,4472,2456,31,29,7,7,-,7106624.5,3903259.75,18,18,255,255,635881908,2788647072,248,136,0,0,12.997409,0.325823,1424255204,1424255204,0.261471,0.247412,0.000693,0.000546,0.000147,0,0,0.0,0,-1,5,6,6,5,1,1,4,0,0
59.166.0.2,5743,149.171.126.0,4391,tcp,FIN,0.004963,4464,2456,31,29,7,7,-,6795890.0,3739673.75,18,18,255,255,2625376315,2628517712,248,136,0,0,13.545175,0.337303,1421970068,1421970068,0.273235,0.262471,0.000638,0.0005,0.000138,0,0,0.0,0,0,10,4,4,8,1,1,3,0,0
59.166.0.6,34393,149.171.126.6,36763,tcp,FIN,0.017024,2750,26584,31,29,7,16,-,1263158.0,12221335.0,44,46,255,255,258584174,2404222581,63,578,0,0,0.0,23.321058,1424234455,1424234455,0.388465,0.365711,0.000689,0.000564,0.000125,0,0,0.0,0,-1,4,4,3,2,1,1,2,0,0
149.171.126.18,1043,175.45.176.3,53,udp,INT,7e-06,264,0,60,0,0,0,dns,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424232013,1424232013,0.007,0.0,0.0,0.0,0.0,0,0,0.0,0,-1,26,26,22,22,22,22,26,0,0
175.45.176.3,65381,149.171.126.17,179,tcp,FIN,0.644004,514,268,254,252,2,1,-,5751.51709,2782.591553,10,6,255,255,4033621123,675479207,51,45,0,0,3578.113087,157.465828,1424227370,1424227370,71.446222,97.104,0.229768,0.158483,0.071285,0,1,0.0,0,-1,4,6,3,2,2,1,3,0,0
175.45.176.3,1043,149.171.126.18,53,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424233796,1424233796,0.009,0.0,0.0,0.0,0.0,0,2,0.0,0,-1,26,26,25,25,25,25,26,4,1
175.45.176.3,47191,149.171.126.12,179,tcp,FIN,0.826941,25660,850,254,252,12,4,-,239968.75,7710.344238,30,16,255,255,2213919421,1607826167,855,53,0,0,2511.795443,85.874859,1424229432,1424229432,28.515206,50.130266,0.115805,0.062628,0.053177,0,1,0.0,0,-1,6,6,1,1,1,1,6,0,0
59.166.0.4,50902,149.171.126.8,29022,tcp,FIN,0.068429,2958,33044,31,29,7,18,-,338686.8125,3785997.25,48,50,255,255,1305703382,3493687767,62,661,0,0,0.0,79.594085,1424222334,1424222334,1.449106,1.38551,0.000661,0.000536,0.000125,0,0,0.0,0,-1,5,9,3,4,1,1,1,0,0
